order_id,order_date,customer_id,segment,region,category,product,quantity,unit_price,discount,shipping_cost,revenue,cost,profit
ORD-008542,2025-04-15,CUST-00099,Consumer,West,Home & Kitchen,Water Bottle,1,55.93,0.074,6.07,51.79,44.01,1.71
ORD-008543,2024-11-19,CUST-01944,Consumer,West,Beauty,Body Lotion,1,47.53,0.094,22.98,43.08,36.6,-16.5
ORD-008544,2025-05-17,CUST-01858,Consumer,West,Home & Kitchen,Air Fryer,3,134.01,0.139,11.53,346.18,240.25,94.4
ORD-008545,2024-07-07,CUST-02955,Consumer,Northeast,Home & Kitchen,Coffee Maker,4,138.89,0.114,3.66,492.15,373.1,115.39
ORD-008546,2024-01-12,CUST-02542,Consumer,West,Sports,Resistance Bands,2,123.24,0.115,22.75,218.16,159.3,36.11
ORD-008547,2025-05-06,CUST-02188,Corporate,West,Office Supplies,Pen Set,1,38.66,0.094,22.57,35.01,23.58,-11.14
ORD-008548,2024-05-10,CUST-01896,Consumer,Midwest,Home & Kitchen,Desk Lamp,5,174.51,0.2,6.45,697.94,651.06,40.43
ORD-008549,2025-04-07,CUST-00891,Consumer,Northeast,Home & Kitchen,Water Bottle,1,91.31,0.12,20.47,80.32,74.0,-14.15
ORD-008550,2025-01-23,CUST-02322,Consumer,Northeast,Office Supplies,Printer Paper,1,63.42,0.168,7.52,52.75,38.55,6.68
ORD-008551,2024-05-06,CUST-01661,Consumer,South,Home & Kitchen,Air Fryer,2,177.8,0.231,8.31,273.46,221.55,43.6
ORD-008552,2025-02-17,CUST-01509,Consumer,West,Electronics,Bluetooth Speaker,1,61.25,0.158,9.47,51.59,43.54,-1.42
ORD-008553,2024-02-14,CUST-01864,Consumer,West,Office Supplies,Pen Set,4,47.66,0.118,17.91,168.14,150.39,-0.16
ORD-008554,2024-08-02,CUST-00789,Corporate,West,Beauty,Body Lotion,2,115.97,0.0,9.66,231.95,185.43,36.86
ORD-008555,2024-07-14,CUST-00782,Small Business,South,Electronics,Bluetooth Speaker,3,219.25,0.075,5.9,608.13,450.44,151.79
ORD-008556,2024-12-25,CUST-00120,Corporate,West,Office Supplies,Printer Paper,1,29.69,0.227,7.99,22.94,19.09,-4.14
ORD-008557,2024-10-19,CUST-01162,Corporate,West,Office Supplies,Notebook,1,29.34,0.12,3.49,25.82,20.34,1.99
ORD-008558,2024-11-30,CUST-02453,Corporate,Northeast,Home & Kitchen,Storage Set,4,140.68,0.02,3.91,551.48,431.4,116.17
ORD-008559,2024-09-17,CUST-00254,Consumer,Northeast,Home & Kitchen,Storage Set,1,125.52,0.087,24.65,114.58,74.41,15.52
ORD-008560,2025-02-08,CUST-01423,Consumer,West,Home & Kitchen,Air Fryer,3,87.47,0.029,10.67,254.74,202.66,41.41
ORD-008561,2024-03-28,CUST-02551,Consumer,Midwest,Home & Kitchen,Water Bottle,1,111.51,0.073,18.67,103.42,65.74,19.01
ORD-008562,2025-01-28,CUST-02630,Consumer,Northeast,Beauty,Makeup Kit,1,75.89,0.076,19.47,70.13,51.81,-1.15
ORD-008563,2024-01-28,CUST-02795,Small Business,West,Office Supplies,Printer Paper,2,23.97,0.065,13.82,44.83,39.11,-8.1
ORD-008564,2024-02-16,CUST-01111,Consumer,South,Sports,Resistance Bands,1,16.27,0.105,21.94,14.57,12.9,-20.27
ORD-008565,2025-01-30,CUST-01008,Consumer,Midwest,Home & Kitchen,Coffee Maker,4,15.62,0.0,16.56,62.49,37.95,7.98
ORD-008566,2024-03-27,CUST-00828,Consumer,West,Beauty,Body Lotion,1,59.4,0.14,22.9,51.1,45.43,-17.23
ORD-008567,2025-02-25,CUST-01246,Consumer,Northeast,Office Supplies,Stapler,1,49.62,0.186,16.19,40.39,29.37,-5.17
ORD-008568,2024-03-13,CUST-02002,Consumer,Northeast,Beauty,Skincare Set,2,111.43,0.0,4.45,222.87,178.41,40.01
ORD-008569,2024-03-21,CUST-02038,Consumer,Midwest,Sports,Resistance Bands,1,187.05,0.164,7.0,156.41,127.14,22.27
ORD-008570,2025-05-25,CUST-01814,Consumer,Midwest,Office Supplies,Stapler,1,27.49,0.139,11.5,23.66,21.75,-9.59
ORD-008571,2024-04-06,CUST-01390,Consumer,South,Office Supplies,Printer Paper,1,40.06,0.122,22.87,35.18,24.81,-12.5
ORD-008572,2025-05-14,CUST-02113,Consumer,South,Sports,Sports Bag,2,107.07,0.103,22.73,192.1,163.28,6.09
ORD-008573,2024-07-09,CUST-01028,Consumer,South,Sports,Running Shoes,1,57.41,0.114,11.63,50.9,34.22,5.05
ORD-008574,2025-03-12,CUST-00274,Corporate,West,Sports,Fitness Tracker,2,57.56,0.152,7.92,97.62,85.02,4.68
ORD-008575,2025-05-28,CUST-02886,Consumer,Midwest,Electronics,Bluetooth Speaker,4,384.52,0.113,10.1,1364.09,1187.86,166.13
ORD-008576,2024-03-04,CUST-00251,Corporate,South,Electronics,Laptop Stand,1,86.69,0.262,14.33,64.02,59.69,-10.0
ORD-008577,2024-06-29,CUST-02552,Consumer,South,Home & Kitchen,Storage Set,1,26.56,0.062,9.94,24.92,21.0,-6.02
ORD-008578,2024-11-10,CUST-01713,Small Business,South,Beauty,Hair Dryer,1,40.38,0.199,4.5,32.35,32.44,-4.59
ORD-008579,2025-04-18,CUST-02950,Small Business,Northeast,Electronics,USB-C Hub,2,237.95,0.092,23.05,431.97,321.17,87.75
ORD-008580,2024-04-12,CUST-01645,Consumer,Northeast,Home & Kitchen,Storage Set,2,22.77,0.076,17.53,42.07,35.82,-11.28
ORD-008581,2024-04-12,CUST-00159,Corporate,West,Office Supplies,Notebook,4,27.14,0.16,21.39,91.14,73.43,-3.68
ORD-008582,2024-07-20,CUST-00279,Small Business,West,Electronics,Smart Watch,5,379.38,0.082,5.95,1742.13,1435.44,300.74
ORD-008583,2024-04-21,CUST-00259,Consumer,Northeast,Beauty,Face Serum,1,50.71,0.204,16.75,40.34,40.35,-16.76
ORD-008584,2024-05-26,CUST-01291,Consumer,West,Electronics,Smart Watch,1,281.54,0.055,13.09,266.0,207.97,44.94
ORD-008585,2024-03-12,CUST-02279,Small Business,Midwest,Sports,Sports Bag,1,212.13,0.176,19.72,174.76,134.7,20.34
ORD-008586,2025-03-29,CUST-01901,Corporate,Midwest,Home & Kitchen,Storage Set,2,131.09,0.136,22.01,226.5,157.49,47.0
ORD-008587,2025-03-11,CUST-02443,Consumer,West,Office Supplies,Printer Paper,1,49.23,0.09,5.72,44.79,30.97,8.1
ORD-008588,2024-03-20,CUST-01627,Consumer,South,Office Supplies,Stapler,3,68.16,0.041,16.98,196.07,131.33,47.76
ORD-008589,2024-10-20,CUST-00375,Consumer,Midwest,Home & Kitchen,Desk Lamp,1,30.41,0.041,13.1,29.17,22.81,-6.74
ORD-008590,2024-12-19,CUST-00560,Consumer,South,Home & Kitchen,Storage Set,1,169.51,0.049,13.35,161.2,132.87,14.98
ORD-008591,2024-12-09,CUST-00481,Consumer,West,Sports,Sports Bag,3,46.22,0.166,11.87,115.59,83.32,20.4
ORD-008592,2025-06-22,CUST-02784,Consumer,South,Office Supplies,Pen Set,1,7.31,0.103,3.8,6.56,5.97,-3.21
ORD-008593,2024-12-16,CUST-02407,Consumer,Midwest,Electronics,Bluetooth Speaker,5,228.13,0.147,9.65,972.52,684.35,278.52
ORD-008594,2025-01-10,CUST-00104,Small Business,Northeast,Beauty,Makeup Kit,2,107.32,0.109,21.91,191.2,154.41,14.88
ORD-008595,2024-01-18,CUST-00652,Small Business,South,Electronics,Wireless Headphones,2,165.03,0.034,17.73,318.8,237.38,63.69
ORD-008596,2024-02-13,CUST-00818,Consumer,South,Office Supplies,Desk Organizer,1,10.9,0.121,20.8,9.58,8.48,-19.7
ORD-008597,2024-12-04,CUST-02141,Small Business,West,Office Supplies,Desk Organizer,2,6.24,0.137,12.31,10.77,7.26,-8.8
ORD-008598,2025-05-11,CUST-00203,Consumer,South,Office Supplies,Desk Organizer,2,30.45,0.0,22.31,60.89,41.75,-3.17
ORD-008599,2024-08-06,CUST-02940,Consumer,South,Electronics,USB-C Hub,3,443.63,0.064,17.47,1245.35,786.97,440.91
ORD-008600,2024-12-17,CUST-00851,Consumer,Northeast,Home & Kitchen,Storage Set,3,126.89,0.051,22.49,361.2,263.25,75.46
ORD-008601,2024-04-24,CUST-02559,Consumer,South,Electronics,Bluetooth Speaker,4,246.03,0.025,13.29,959.78,683.11,263.38
ORD-008602,2024-09-06,CUST-02056,Consumer,South,Home & Kitchen,Storage Set,2,48.87,0.109,17.99,87.12,57.36,11.77
ORD-008603,2025-02-14,CUST-01142,Corporate,Midwest,Office Supplies,Stapler,1,66.77,0.117,7.18,58.99,44.66,7.15
ORD-008604,2024-12-26,CUST-00072,Consumer,South,Office Supplies,Printer Paper,1,7.74,0.179,10.95,6.36,5.38,-9.97
ORD-008605,2024-03-03,CUST-01653,Consumer,West,Electronics,Smart Watch,1,49.41,0.148,6.3,42.08,37.44,-1.66
ORD-008606,2025-04-25,CUST-00117,Corporate,Midwest,Electronics,Bluetooth Speaker,1,158.86,0.082,7.41,145.88,114.22,24.25
ORD-008607,2025-05-22,CUST-02154,Corporate,Northeast,Beauty,Hair Dryer,1,60.03,0.082,11.96,55.11,44.21,-1.06
ORD-008608,2024-09-17,CUST-00618,Consumer,West,Office Supplies,Stapler,1,62.82,0.206,11.86,49.86,47.7,-9.7
ORD-008609,2024-07-05,CUST-02851,Consumer,Northeast,Sports,Sports Bag,2,160.94,0.13,21.69,279.91,259.48,-1.26
ORD-008610,2024-10-17,CUST-00084,Consumer,West,Electronics,Smart Watch,1,199.17,0.169,13.5,165.52,134.81,17.21
ORD-008611,2025-03-14,CUST-01047,Consumer,South,Electronics,Bluetooth Speaker,1,304.88,0.015,6.09,300.22,212.04,82.09
ORD-008612,2024-09-04,CUST-01171,Consumer,Northeast,Home & Kitchen,Coffee Maker,1,134.58,0.005,24.03,133.91,110.25,-0.37
ORD-008613,2024-01-17,CUST-02306,Consumer,West,Office Supplies,Stapler,2,17.16,0.075,9.53,31.74,22.75,-0.54
ORD-008614,2024-02-09,CUST-00691,Consumer,South,Office Supplies,Printer Paper,1,27.0,0.159,7.77,22.72,20.2,-5.25
ORD-008615,2025-03-19,CUST-02340,Consumer,West,Electronics,Bluetooth Speaker,2,135.14,0.196,24.88,217.44,214.93,-22.37
ORD-008616,2025-03-06,CUST-00967,Small Business,South,Electronics,Smart Watch,3,379.46,0.054,15.59,1076.66,713.67,347.4
ORD-008617,2025-02-26,CUST-00245,Corporate,South,Beauty,Makeup Kit,2,107.63,0.132,7.26,186.92,135.13,44.53
ORD-008618,2024-03-10,CUST-02512,Consumer,South,Home & Kitchen,Coffee Maker,1,162.63,0.125,11.82,142.33,115.47,15.04
ORD-008619,2024-04-03,CUST-00578,Corporate,South,Beauty,Hair Dryer,2,75.14,0.03,8.74,145.75,115.45,21.56
ORD-008620,2024-08-03,CUST-01297,Consumer,West,Home & Kitchen,Desk Lamp,5,73.62,0.049,12.03,350.1,263.55,74.52
ORD-008621,2024-05-06,CUST-01818,Consumer,Northeast,Home & Kitchen,Storage Set,2,98.82,0.093,14.19,179.17,115.79,49.19
ORD-008622,2024-07-30,CUST-00046,Corporate,South,Electronics,Laptop Stand,1,399.86,0.023,16.21,390.51,279.45,94.85
ORD-008623,2024-11-01,CUST-01942,Consumer,Northeast,Sports,Fitness Tracker,3,154.66,0.252,8.82,347.03,306.69,31.52
ORD-008624,2024-06-02,CUST-01641,Corporate,Midwest,Electronics,Smart Watch,2,380.68,0.036,6.46,733.68,503.3,223.92
ORD-008625,2024-03-08,CUST-02331,Corporate,Northeast,Electronics,Smart Watch,4,71.47,0.073,14.67,265.14,170.24,80.23
ORD-008626,2024-08-08,CUST-00329,Corporate,South,Sports,Sports Bag,1,123.69,0.122,16.56,108.6,99.64,-7.6
ORD-008627,2025-01-30,CUST-02640,Consumer,Midwest,Electronics,Wireless Headphones,5,372.72,0.115,6.06,1650.15,1435.43,208.66
ORD-008628,2024-12-04,CUST-00179,Small Business,Midwest,Home & Kitchen,Desk Lamp,2,102.6,0.137,14.33,177.09,120.96,41.8
ORD-008629,2024-06-24,CUST-02816,Consumer,West,Home & Kitchen,Coffee Maker,2,65.39,0.039,24.0,125.65,88.67,12.98
ORD-008630,2024-06-19,CUST-00982,Corporate,Northeast,Beauty,Skincare Set,2,48.7,0.019,9.84,95.59,59.08,26.67
ORD-008631,2024-11-15,CUST-00219,Small Business,South,Home & Kitchen,Water Bottle,1,25.88,0.106,6.05,23.14,18.07,-0.98
ORD-008632,2024-04-04,CUST-00817,Small Business,South,Sports,Sports Bag,1,195.59,0.046,13.17,186.68,123.5,50.01
ORD-008633,2025-04-01,CUST-01487,Small Business,Midwest,Beauty,Hair Dryer,1,86.61,0.056,12.83,81.74,51.33,17.58
ORD-008634,2025-04-20,CUST-00336,Corporate,South,Office Supplies,Stapler,1,63.64,0.052,13.97,60.34,49.65,-3.28
ORD-008635,2024-01-14,CUST-00897,Consumer,Northeast,Home & Kitchen,Desk Lamp,2,41.86,0.052,8.67,79.38,54.32,16.39
ORD-008636,2025-06-15,CUST-00896,Small Business,Midwest,Beauty,Face Serum,3,35.71,0.013,18.2,105.74,83.16,4.38
ORD-008637,2024-01-13,CUST-00491,Corporate,Northeast,Sports,Sports Bag,1,126.41,0.036,7.35,121.88,82.84,31.69
ORD-008638,2024-09-07,CUST-01453,Small Business,Northeast,Sports,Resistance Bands,2,34.02,0.078,20.8,62.74,53.32,-11.38
ORD-008639,2024-12-31,CUST-00074,Consumer,West,Electronics,Wireless Headphones,1,293.2,0.168,5.19,243.95,178.63,60.13
ORD-008640,2024-06-27,CUST-00754,Consumer,West,Beauty,Body Lotion,3,45.62,0.222,24.99,106.51,93.56,-12.04
ORD-008641,2024-04-21,CUST-00432,Corporate,Midwest,Beauty,Hair Dryer,1,28.52,0.155,6.99,24.08,22.77,-5.68
ORD-008642,2024-01-26,CUST-00097,Consumer,Northeast,Sports,Yoga Mat,1,84.77,0.114,23.67,75.07,55.48,-4.08
ORD-008643,2025-02-01,CUST-01445,Consumer,South,Home & Kitchen,Water Bottle,1,170.55,0.161,11.61,143.04,104.78,26.65
ORD-008644,2024-01-21,CUST-02678,Corporate,South,Beauty,Face Serum,5,77.12,0.091,11.85,350.66,276.7,62.11
ORD-008645,2024-09-21,CUST-01050,Consumer,Midwest,Beauty,Body Lotion,2,78.38,0.115,22.1,138.67,105.75,10.82
ORD-008646,2024-08-02,CUST-01955,Small Business,West,Sports,Sports Bag,2,170.97,0.143,3.5,293.02,207.04,82.48
ORD-008647,2025-06-13,CUST-00448,Corporate,South,Beauty,Hair Dryer,1,101.4,0.133,8.52,87.97,59.93,19.52
ORD-008648,2025-05-23,CUST-02120,Consumer,South,Sports,Sports Bag,1,134.13,0.157,4.81,113.01,105.13,3.07
ORD-008649,2025-03-23,CUST-02042,Corporate,Northeast,Home & Kitchen,Storage Set,4,90.01,0.141,24.38,309.38,278.3,6.7
ORD-008650,2025-02-03,CUST-01225,Consumer,Midwest,Electronics,Laptop Stand,2,75.53,,16.69,142.61,92.42,33.5
ORD-008651,2024-10-23,CUST-00816,Small Business,South,Home & Kitchen,Coffee Maker,1,142.77,0.139,13.52,122.99,115.93,-6.46
ORD-008652,2024-07-10,CUST-01721,Consumer,Midwest,Beauty,Skincare Set,3,36.71,0.055,11.55,104.07,66.97,25.55
ORD-008653,2024-04-01,CUST-01814,Consumer,Midwest,Electronics,Wireless Headphones,1,101.62,0.144,22.1,86.99,63.1,1.79
ORD-008654,2025-06-13,CUST-02109,Consumer,Northeast,Office Supplies,Printer Paper,2,65.75,0.075,3.48,121.59,101.43,16.68
ORD-008655,2024-07-29,CUST-00600,Corporate,West,Sports,Running Shoes,1,151.33,0.022,12.28,147.92,104.91,30.73
ORD-008656,2024-08-22,CUST-01071,Small Business,West,Sports,Sports Bag,3,136.37,0.016,12.62,402.58,272.95,117.01
ORD-008657,2024-03-18,CUST-02476,Consumer,Midwest,Beauty,Skincare Set,5,86.0,0.23,4.81,331.3,256.28,70.21
ORD-008658,2024-05-31,CUST-02494,Small Business,Northeast,Beauty,Makeup Kit,1,48.9,0.037,14.53,47.09,37.25,-4.69
ORD-008659,2024-12-13,CUST-02437,Corporate,Northeast,Electronics,Laptop Stand,3,402.1,0.157,18.33,1017.09,775.09,223.67
ORD-008660,2024-08-21,CUST-02318,Corporate,Northeast,Office Supplies,Pen Set,3,37.39,0.141,17.75,96.42,89.39,-10.72
ORD-008661,2024-11-16,CUST-00249,Consumer,South,Office Supplies,Pen Set,2,40.34,0.155,20.63,68.15,47.68,-0.16
ORD-008662,2024-04-25,CUST-00862,Corporate,Northeast,Beauty,Skincare Set,3,47.16,0.04,10.46,135.88,89.62,35.8
ORD-008663,2024-02-14,CUST-00849,Consumer,West,Home & Kitchen,Coffee Maker,2,176.51,0.075,23.35,326.59,255.16,48.08
ORD-008664,2025-04-29,CUST-00999,Small Business,South,Electronics,USB-C Hub,1,239.12,0.042,24.73,229.17,168.95,35.49
ORD-008665,2024-08-24,CUST-01463,Consumer,South,Beauty,Makeup Kit,1,13.91,0.159,9.21,11.69,10.33,-7.85
ORD-008666,2024-07-16,CUST-00552,Consumer,West,Office Supplies,Printer Paper,1,63.35,0.189,22.61,51.39,44.74,-15.96
ORD-008667,2024-06-05,CUST-02365,Corporate,Midwest,Sports,Sports Bag,1,100.32,0.097,15.12,90.58,69.44,6.02
ORD-008668,2024-12-25,CUST-01508,Consumer,South,Office Supplies,Printer Paper,1,43.17,0.229,17.2,33.3,28.83,-12.73
ORD-008669,2024-11-04,CUST-00250,Consumer,West,Sports,Resistance Bands,1,69.48,0.116,24.76,61.45,43.38,-6.69
ORD-008670,2024-07-31,CUST-02434,Consumer,South,Office Supplies,Pen Set,2,7.1,0.087,7.75,12.96,10.82,-5.61
ORD-008671,2025-05-24,CUST-00937,Small Business,Midwest,Beauty,Body Lotion,1,20.35,0.106,22.31,18.2,15.01,-19.12
ORD-008672,2025-05-08,CUST-01693,Consumer,South,Beauty,Face Serum,1,41.46,0.129,15.95,36.11,27.58,-7.42
ORD-008673,2024-04-18,CUST-01257,Corporate,Midwest,Home & Kitchen,Desk Lamp,1,152.46,0.011,21.52,150.75,90.54,38.69
ORD-008674,2024-12-17,CUST-01065,Consumer,West,Home & Kitchen,Desk Lamp,2,178.6,0.116,21.81,315.94,258.64,35.49
ORD-008675,2025-06-13,CUST-00995,Small Business,Midwest,Sports,Resistance Bands,5,37.77,0.09,4.97,171.83,138.82,28.04
ORD-008676,2024-09-24,CUST-01231,Consumer,Northeast,Electronics,Bluetooth Speaker,2,302.45,0.084,12.15,554.12,494.01,47.96
ORD-008677,2024-01-17,CUST-00206,Consumer,West,Beauty,Skincare Set,4,112.99,0.092,16.27,410.44,269.23,124.94
ORD-008678,2024-03-13,CUST-02078,Consumer,South,Electronics,USB-C Hub,5,163.63,0.158,3.83,688.53,484.88,199.82
ORD-008679,2024-12-31,CUST-01944,Consumer,West,Beauty,Body Lotion,2,111.99,0.1,6.11,201.58,169.21,26.26
ORD-008680,2025-05-08,CUST-01543,Consumer,Northeast,Electronics,Wireless Headphones,2,228.59,0.032,13.77,442.74,374.55,54.42
ORD-008681,2024-03-11,CUST-02660,Consumer,South,Office Supplies,Stapler,2,27.5,0.104,13.21,49.28,43.26,-7.19
ORD-008682,2024-10-26,CUST-01659,Consumer,West,Office Supplies,Notebook,1,58.01,0.085,17.91,53.08,44.74,-9.57
ORD-008683,2024-09-28,CUST-01167,Corporate,Midwest,Electronics,Wireless Headphones,1,77.2,0.1,17.53,69.49,61.56,-9.6
ORD-008684,2024-06-04,CUST-01830,Consumer,Northeast,Office Supplies,Stapler,1,36.72,0.095,22.73,33.24,24.99,-14.48
ORD-008685,2024-12-11,CUST-02398,Consumer,Midwest,Sports,Fitness Tracker,1,56.81,0.121,19.64,49.96,34.72,-4.4
ORD-008686,2025-04-25,CUST-02216,Consumer,Northeast,Beauty,Body Lotion,1,60.75,0.016,10.14,59.78,38.59,11.05
ORD-008687,2024-05-10,CUST-01717,Consumer,South,Sports,Resistance Bands,1,123.04,0.018,5.15,120.79,88.15,27.49
ORD-008688,2024-01-30,CUST-01877,Consumer,Northeast,Beauty,Body Lotion,2,78.68,0.094,12.29,142.56,93.33,36.94
ORD-008689,2024-07-15,CUST-02949,Small Business,Northeast,Office Supplies,Desk Organizer,1,14.22,0.084,4.53,13.03,10.33,-1.83
ORD-008690,2024-06-20,CUST-02053,Consumer,Northeast,Office Supplies,Printer Paper,2,57.29,0.042,22.19,109.77,85.74,1.84
ORD-008691,2025-02-01,CUST-02112,Consumer,Midwest,Sports,Resistance Bands,1,203.32,0.0,18.49,203.32,133.21,51.62
ORD-008692,2024-10-20,CUST-01999,Small Business,Midwest,Office Supplies,Stapler,1,62.53,0.114,21.94,55.38,46.13,-12.69
ORD-008693,2024-01-10,CUST-02867,Consumer,South,Home & Kitchen,Coffee Maker,1,109.72,0.072,3.93,101.78,86.74,11.11
ORD-008694,2024-07-04,CUST-02780,Consumer,Midwest,Sports,Resistance Bands,2,153.23,0.119,3.92,269.88,214.71,51.25
ORD-008695,2025-02-06,CUST-01034,Small Business,South,Sports,Resistance Bands,1,200.85,0.116,12.32,177.62,139.36,25.94
ORD-008696,2024-09-17,CUST-02210,Consumer,West,Office Supplies,Printer Paper,5,11.96,0.142,18.57,51.3,46.52,-13.79
ORD-008697,2024-11-03,CUST-01958,Consumer,West,Electronics,Smart Watch,2,328.34,0.036,15.25,633.28,443.3,174.73
ORD-008698,2024-05-24,CUST-01640,Corporate,West,Office Supplies,Notebook,2,41.95,0.101,4.16,75.43,64.67,6.6
ORD-008699,2024-06-23,CUST-01546,Consumer,West,Beauty,Body Lotion,1,88.99,0.225,12.43,68.99,69.73,-13.17
ORD-008700,2024-03-12,CUST-02694,Small Business,Midwest,Home & Kitchen,Coffee Maker,3,47.37,0.114,13.46,125.86,89.49,22.91
ORD-008701,2024-02-14,CUST-02736,Consumer,Northeast,Beauty,Face Serum,1,42.72,0.189,21.07,34.64,32.49,-18.92
ORD-008702,2024-01-21,CUST-02702,Consumer,West,Office Supplies,Notebook,3,64.58,0.142,17.03,166.3,121.67,27.6
ORD-008703,2024-12-07,CUST-00917,Consumer,West,Home & Kitchen,Storage Set,1,30.4,0.046,14.67,28.99,23.12,-8.8
ORD-008704,2024-03-27,CUST-01055,Consumer,South,Office Supplies,Printer Paper,3,65.16,0.244,18.15,147.76,129.31,0.3
ORD-008705,2024-11-09,CUST-00268,Consumer,Northeast,Home & Kitchen,Air Fryer,4,133.91,0.183,15.81,437.58,371.81,49.96
ORD-008706,2025-06-05,CUST-02416,Consumer,Midwest,Beauty,Hair Dryer,1,38.27,0.023,14.48,37.41,23.64,-0.71
ORD-008707,2025-01-16,CUST-02063,Consumer,South,Electronics,USB-C Hub,1,323.09,0.09,24.88,293.87,239.15,29.84
ORD-008708,2024-11-10,CUST-02948,Corporate,West,Beauty,Body Lotion,3,108.95,0.207,4.9,259.26,263.02,-8.66
ORD-008709,2024-03-04,CUST-02210,Consumer,Northeast,Home & Kitchen,Desk Lamp,2,48.27,0.138,21.99,83.19,68.86,-7.66
ORD-008710,2024-09-24,CUST-00621,Corporate,Northeast,Sports,Resistance Bands,1,156.75,0.0,13.12,156.75,114.82,28.81
ORD-008711,2025-05-02,CUST-00884,Consumer,Northeast,Beauty,Makeup Kit,2,115.71,0.058,14.88,218.01,169.99,33.14
ORD-008712,2024-07-29,CUST-01191,Consumer,Midwest,Home & Kitchen,Water Bottle,5,56.64,0.053,18.54,268.32,195.47,54.31
ORD-008713,2025-03-27,CUST-02277,Consumer,Midwest,Sports,Fitness Tracker,4,202.69,0.189,13.37,657.65,610.17,34.11
ORD-008714,2025-01-22,CUST-01247,Corporate,Midwest,Office Supplies,Pen Set,1,13.39,0.131,12.6,11.64,10.35,-11.31
ORD-008715,2024-05-25,CUST-02903,Consumer,Northeast,Office Supplies,Printer Paper,2,52.28,0.082,20.73,96.04,68.58,6.73
ORD-008716,2024-03-18,CUST-01832,Small Business,West,Sports,Running Shoes,2,24.83,0.053,14.94,47.02,40.01,-7.93
ORD-008717,2024-01-10,CUST-01103,Corporate,South,Sports,Resistance Bands,1,123.44,0.14,24.57,106.14,87.51,-5.94
ORD-008718,2024-05-31,CUST-02889,Consumer,Northeast,Beauty,Makeup Kit,1,16.01,0.093,22.92,14.53,11.99,-20.38
ORD-008719,2024-07-01,CUST-01628,Consumer,Northeast,Sports,Yoga Mat,1,215.25,0.111,15.25,191.4,166.39,9.76
ORD-008720,2024-12-24,CUST-00917,Consumer,South,Home & Kitchen,Coffee Maker,1,153.47,0.136,21.45,132.54,90.06,21.03
ORD-008721,2024-11-09,CUST-01174,Corporate,Midwest,Electronics,Laptop Stand,2,392.6,0.11,16.78,698.49,629.47,52.24
ORD-008722,2024-09-19,CUST-02262,Small Business,Midwest,Electronics,Wireless Headphones,1,419.01,0.019,12.63,411.2,325.62,72.95
ORD-008723,2025-01-30,CUST-00255,Consumer,Northeast,Home & Kitchen,Coffee Maker,2,133.85,0.151,8.62,227.2,161.04,57.54
ORD-008724,2025-02-25,CUST-02336,Corporate,West,Office Supplies,Stapler,2,23.86,0.162,22.61,39.99,28.45,-11.07
ORD-008725,2025-01-25,CUST-00329,Corporate,South,Home & Kitchen,Coffee Maker,1,179.98,0.226,12.71,139.23,108.09,18.43
ORD-008726,2025-05-05,CUST-02089,Corporate,Northeast,Office Supplies,Stapler,1,27.75,0.063,13.95,26.01,22.05,-9.99
ORD-008727,2024-07-15,CUST-02163,Consumer,Midwest,Electronics,Bluetooth Speaker,1,396.23,0.177,6.25,326.12,288.7,31.17
ORD-008728,2025-03-26,CUST-01765,Consumer,Midwest,Home & Kitchen,Storage Set,2,138.89,0.177,3.25,228.7,164.81,60.64
ORD-008729,2024-08-18,CUST-00555,Consumer,West,Beauty,Hair Dryer,1,79.88,0.164,10.38,66.78,64.21,-7.81
ORD-008730,2024-04-10,CUST-01716,Corporate,South,Electronics,USB-C Hub,2,313.9,0.11,9.92,559.02,465.62,83.48
ORD-008731,2024-03-20,CUST-02489,Consumer,Northeast,Beauty,Makeup Kit,2,10.02,0.045,15.55,19.14,13.17,-9.58
ORD-008732,2024-02-20,CUST-00847,Consumer,West,Beauty,Makeup Kit,2,73.07,0.083,17.46,134.07,109.08,7.53
ORD-008733,2025-06-06,CUST-02759,Corporate,South,Office Supplies,Stapler,1,11.16,0.033,5.26,10.8,9.01,-3.47
ORD-008734,2024-04-02,CUST-00412,Corporate,Midwest,Sports,Running Shoes,5,219.8,0.009,17.37,1088.57,662.47,408.73
ORD-008735,2025-04-01,CUST-02679,Corporate,Northeast,Sports,Yoga Mat,1,58.21,0.145,13.54,49.76,45.56,-9.34
ORD-008736,2025-03-04,CUST-01003,Consumer,South,Electronics,Wireless Headphones,1,387.28,0.05,7.89,368.04,277.44,82.71
ORD-008737,2024-08-28,CUST-02101,Corporate,West,Beauty,Face Serum,2,97.02,0.0,18.85,194.04,128.73,46.46
ORD-008738,2025-05-14,CUST-00689,Corporate,West,Electronics,USB-C Hub,4,313.36,0.107,23.66,1118.71,916.63,178.42
ORD-008739,2025-05-11,CUST-01861,Corporate,West,Home & Kitchen,Storage Set,2,110.04,0.149,13.14,187.34,165.85,8.35
ORD-008740,2025-05-21,CUST-01958,Consumer,West,Office Supplies,Pen Set,2,32.82,0.138,19.68,56.59,52.05,-15.14
ORD-008741,2024-09-28,CUST-01472,Consumer,South,Beauty,Face Serum,2,93.9,0.041,24.99,180.13,130.04,25.1
ORD-008742,2024-06-12,CUST-02560,Consumer,Midwest,Sports,Fitness Tracker,2,94.63,0.064,24.17,177.15,144.98,8.0
